title,contents,url
Abren nuevas negociaciones rusoucranianas en Turquía para intentar frenar el fuego,Las delegaciones se reunirán en Estambul desde este lunes El 10 de marzo en Antalya una negociación a nivel de ministros de Exteriores intentó sin éxito una solución El papa Francisco calificó esta guerra como cruel y sin sentido  celebrar la próxima ronda de negociaciones entre las delegaciones rusa y ucraniana en Estambul” dijo la presidencia turca la parte rusa Vladimir Medinsky citado por las agencias rusas había dicho que tendría lugar el martes y el miércoles  de visita en Polonia calificara a Vladimir Putin de “carnicero” y afirmara que “no puede permanecer en el poder” celebrar la próxima ronda de negociaciones entre las delegaciones rusa y ucraniana en Estambul” dijo la presidencia turca la parte rusa Vladimir Medinsky citado por las agencias rusas había dicho que tendría lugar el martes y el miércoles  de visita en Polonia calificara a Vladimir Putin de “carnicero” y afirmara que “no puede permanecer en el poder” ,https://eldeber.com.bo/mundo/abren-nuevas-negociaciones-ruso-ucranianas-en-turquia-para-intentar-frenar-el-fuego_272417
Gobernación exige respeto a concurso de méritos y examen de competencia para acceder a 234 ítems de salud,El Ministerio de Salud envió una nota a la Gobernación en la que indica que no reconoce ese proceso que fue iniciado hace más de un año según Erwin Viruez Es la tercera vez desde el viernes que la Gobernación reclama al Gobierno por falta de atención a demandas de salud  cumpla con la institucionalización de 234 ítems para los cuales lanzó un concurso de méritos no reconoce el mencionado concurso de méritos y competencias para  Tribunal de Garantías que le exige al Ministerio que concluya el proceso  exigir ante el ministerio que estos memorándums se emitan  personal administrativo que trabajará en el hospital de Montero puede contribuir a aliviar la situación de hacinamiento   cumpla con la institucionalización de 234 ítems para los cuales lanzó un concurso de méritos no reconoce el mencionado concurso de méritos y competencias para  Tribunal de Garantías que le exige al Ministerio que concluya el proceso  exigir ante el ministerio que estos memorándums se emitan  personal administrativo que trabajará en el hospital de Montero puede contribuir a aliviar la situación de hacinamiento    El Servicio Departamental de Salud Sedes de Santa Cruz nuevamente arremete en contra del Gobierno nacional por cuestiones relacionadas con la salud Este lunes exigió a través de su director Erwin Viruez que el ministerio del ramo   y competencias hace más de un año Viruez explicó que recibieron una nota del Ministerio de Salud en el sentido de que   médicos enfermeras y bioquímicos que según dijo está enmarcado en la Ley 3131 de Ejercicio Profesional Médico “El Ministerio hoy no quiere concluir con este proceso y emitir los memorándums para estos colegas profesionales que han ganado estos concursos de méritos y examen de competencia … desconociendo la tutela que se le ha concedido a través de un  con la emisión de los memorándums para estos ganadores del concurso” manifestó Viruez se comprometió a hacer la representación correspondiente y  para que los profesionales puedan fortalecer el sistema de salud El viernes pasado la Gobernación pidió al presidente Luis Arce que los ministerios de Salud y Economía firmaran la resolución biministerial que permitirá la creación de ítems para el  que debe abrir cuanto antes según una sentencia constitucional  Además pidió al Ministerio de Salud la firma de convenios con centros privados para que puedan atender pacientes del Sistema Único de Salud lo que  en la sala de terapia intensiva para neonatos de la Maternidad Percy Boland El Servicio Departamental de Salud Sedes de Santa Cruz nuevamente arremete en contra del Gobierno nacional por cuestiones relacionadas con la salud Este lunes exigió a través de su director Erwin Viruez que el ministerio del ramo   y competencias hace más de un año Viruez explicó que recibieron una nota del Ministerio de Salud en el sentido de que   médicos enfermeras y bioquímicos que según dijo está enmarcado en la Ley 3131 de Ejercicio Profesional Médico “El Ministerio hoy no quiere concluir con este proceso y emitir los memorándums para estos colegas profesionales que han ganado estos concursos de méritos y examen de competencia … desconociendo la tutela que se le ha concedido a través de un  con la emisión de los memorándums para estos ganadores del concurso” manifestó Viruez se comprometió a hacer la representación correspondiente y  para que los profesionales puedan fortalecer el sistema de salud El viernes pasado la Gobernación pidió al presidente Luis Arce que los ministerios de Salud y Economía firmaran la resolución biministerial que permitirá la creación de ítems para el  que debe abrir cuanto antes según una sentencia constitucional  Además pidió al Ministerio de Salud la firma de convenios con centros privados para que puedan atender pacientes del Sistema Único de Salud lo que  en la sala de terapia intensiva para neonatos de la Maternidad Percy Boland,https://eldeber.com.bo/santa-cruz/gobernacion-exige-respeto-a-concurso-de-meritos-y-examen-de-competencia-para-acceder-a-234-items-de-_272460
Contagios de covid19 bajan un 31% 44 municipios vacunaron a más del 80% de su población , El Ministerio de Salud presentó los datos correspondientes a la semana epidemiológica 12 Potosí y La Paz registran un alza y los otros siete departamentos un descenso   Los contagios con Covid19 bajaron un 31 por ciento en la semana epidemiológica 12 En los pasados siete días se registraron 1595 casos y 12246 recuperados Hoy más que nunca es cuando debemos redoblar los esfuerzos Santa Cruz menos 7 por ciento Beni menos 13 por ciento Pando menos 78 por ciento El reporte las dosis aplicadas llegan a 13062659 de las cuales 6074507 son primeras 4784783 segundas 138 entre el 40 y el 59 por ciento 60 entre un 20 y un  39 por ciento y dos localidades tienen un alcance muy bajo la cuarta dosis está disponible para toda la población que requiere dicho refuerzo Los contagios con Covid19 bajaron un 31 por ciento en la semana epidemiológica 12 En los pasados siete días se registraron 1595 casos y 12246 recuperados Hoy más que nunca es cuando debemos redoblar los esfuerzos Santa Cruz menos 7 por ciento Beni menos 13 por ciento Pando menos 78 por ciento El reporte las dosis aplicadas llegan a 13062659 de las cuales 6074507 son primeras 4784783 segundas 138 entre el 40 y el 59 por ciento 60 entre un 20 y un  39 por ciento y dos localidades tienen un alcance muy bajo la cuarta dosis está disponible para toda la población que requiere dicho refuerzo ,https://eldeber.com.bo/pais/contagios-de-covid-19-bajan-un-31-44-municipios-vacunaron-a-mas-del-80-de-su-poblacion_272451
Jada Pinkett la lucha de la esposa de Will Smith para aceptar y visibilizar la alopecia femenina,La actriz y presentadora empezó con problemas de pérdida de cabello hace al menos cuatro años  ,https://eldeber.com.bo/bbc/jada-pinkett-la-lucha-de-la-esposa-de-will-smith-para-aceptar-y-visibilizar-la-alopecia-femenina_272463
Sergio Perovic cuenta con doble identificación y no descartan ampliar las investigaciones en su contra, Su defensa explica que cuenta con dos cédulas de identidad ya que al llegar a Bolivia tramitó una cédula para extranjero y posteriormente otra de boliviano por matrimonio con Angélica Sosa   Sergio Adolfo Perovic esposo de la exalcaldesa interina Angélica Sosa   cuenta con doble identificación personal una con número y extensión nacional y otra con cifras distintas y sin aclaración de extensión  delito de legitimación de ganancias ilícitas   La doble identificación podría agravar su situación jurídica Servicio General de Identificación Personal Segip mediante un requerimiento fiscal   se constató que Perovic registró cuatro inmuebles con la cédula de identidad de extranjero mala fe su defendido cuenta con dos cédulas de identidad ya que al llegar a Bolivia tramitó una cédula tramita una cédula de extranjero con la cual adquiere los cuatro bienes que están registrados en Derechos Reales Luego hace unos ocho años recién tramita una cédula como boliviano nacional sería la que actualmente ocupa Perovic en Bolivia El mes pasado Perovic viajó a Salta Argentina del esquema de pago a 800 personas que nunca prestaron servicios en la Alcaldía  Sergio Adolfo Perovic esposo de la exalcaldesa interina Angélica Sosa   cuenta con doble identificación personal una con número y extensión nacional y otra con cifras distintas y sin aclaración de extensión  delito de legitimación de ganancias ilícitas   La doble identificación podría agravar su situación jurídica Servicio General de Identificación Personal Segip mediante un requerimiento fiscal   se constató que Perovic registró cuatro inmuebles con la cédula de identidad de extranjero mala fe su defendido cuenta con dos cédulas de identidad ya que al llegar a Bolivia tramitó una cédula tramita una cédula de extranjero con la cual adquiere los cuatro bienes que están registrados en Derechos Reales Luego hace unos ocho años recién tramita una cédula como boliviano nacional sería la que actualmente ocupa Perovic en Bolivia El mes pasado Perovic viajó a Salta Argentina del esquema de pago a 800 personas que nunca prestaron servicios en la Alcaldía    Perovic acusado por el caso ‘Prestín’  retorno   Perovic acusado por el caso ‘Prestín’  retorno,https://eldeber.com.bo/santa-cruz/sergio-perovic-cuenta-con-doble-identificacion-y-no-descartan-ampliar-las-investigaciones-en-su-cont_272452
Grupos armados toman tierras en sitios ‘estratégicos’ para el narcotráfico,En la Chiquitania decidieron organizarse para “desarticular” a esas organizaciones irregulares que operan en la región particularmente en Guarayos Advierten de la intención del MAS de consolidar su “influencia geopolítica” en Santa Cruz  predios donde se hallaron factorías de cocaína y helicópteros que habían sido empleados para transportar esa droga ilícita amental del INRA Adalberto Rojas se reunió con ese grupo El funcionario dijo entonces que no estaba al tanto del bullado incidente esas tierras y tras esa pugna el 20 de marzo un joven de 22 años perdió la vida por un disparo con arma de fuego  y validar nuestro derecho propietario” reclamó Óscar Mario Justiniano presidente de la Cámara Agropecuaria del Oriente CAO de manera irregular por el medio físico del avasallamiento o del control de ciertas comunidades Actúan en grupos de nueve personas como células Están entrenados” afirmó En muchos sectores nos hemos encontrado con coca mecanizada” “En muchos casos los avasalladores instalan infraestructura como tinglados para almacenar insumos   en el departamento de Santa Cruz una región que es responsable de la producción del 70% de los alimentos del país predios donde se hallaron factorías de cocaína y helicópteros que habían sido empleados para transportar esa droga ilícita amental del INRA Adalberto Rojas se reunió con ese grupo El funcionario dijo entonces que no estaba al tanto del bullado incidente esas tierras y tras esa pugna el 20 de marzo un joven de 22 años perdió la vida por un disparo con arma de fuego  y validar nuestro derecho propietario” reclamó Óscar Mario Justiniano presidente de la Cámara Agropecuaria del Oriente CAO de manera irregular por el medio físico del avasallamiento o del control de ciertas comunidades Actúan en grupos de nueve personas como células Están entrenados” afirmó En muchos sectores nos hemos encontrado con coca mecanizada” “En muchos casos los avasalladores instalan infraestructura como tinglados para almacenar insumos   en el departamento de Santa Cruz una región que es responsable de la producción del 70% de los alimentos del país ,https://eldeber.com.bo/pais/grupos-armados-toman-tierras-en-sitios-estrategicos-para-el-narcotrafico_272405
Hay 38 detenidos 66 avionetas incautadas y 29 hangares precintados enaeródromo,Policías anticorrupción y miembros del Ministerio Público allanaron el aeroparque La Cruceña Hubo fuego cruzado Tres aprehendidos tienen antecedentes de narcotráfico La intervención responde a una indagación por denuncias contra policías antidrogas  Un megaoperativo policial realizado ayer en aeroparque La Cruceña ubicado en el municipio de Cotoca dejó como saldo 38 personas aprehendidas 66 avionetas incautadas y 29 hangares precintados  Al verse descubiertos quienes estaban en el lugar recibieron a los policías con disparos y estos respondieron de la misma forma hubo una requisa hangar por hangar Hallaron sustancias químicas y fue recién entonces que llamaron a efectivos y fiscales antidrogas El ministro explicó que la operación está en el marco de una pesquisa anticorrupción por la liberación de 13 detenidos y la devolución de avionetas hay 36 varones y dos mujeres que son investigados por tenencia e importación de armas tráfico de sustancias controladas Sobre el operativo El ministro de Gobierno dijo que algunas de estas naves estaban sin matrícula otras con la matrícula clonada como las aeronaves con el número CP2490  este informe es preliminar por lo que la resolución final se la dará a conocer cuando las demás unidades policiales concluyan el trabajo de campo que se encuentran realizando   familiares y abogados de algunos de los aprehendidos se acercaron a los predios de la Felcn para conocer la situación legal de estas personas Un megaoperativo policial realizado ayer en aeroparque La Cruceña ubicado en el municipio de Cotoca dejó como saldo 38 personas aprehendidas 66 avionetas incautadas y 29 hangares precintados  Al verse descubiertos quienes estaban en el lugar recibieron a los policías con disparos y estos respondieron de la misma forma hubo una requisa hangar por hangar Hallaron sustancias químicas y fue recién entonces que llamaron a efectivos y fiscales antidrogas El ministro explicó que la operación está en el marco de una pesquisa anticorrupción por la liberación de 13 detenidos y la devolución de avionetas hay 36 varones y dos mujeres que son investigados por tenencia e importación de armas tráfico de sustancias controladas Sobre el operativo El ministro de Gobierno dijo que algunas de estas naves estaban sin matrícula otras con la matrícula clonada como las aeronaves con el número CP2490  este informe es preliminar por lo que la resolución final se la dará a conocer cuando las demás unidades policiales concluyan el trabajo de campo que se encuentran realizando   familiares y abogados de algunos de los aprehendidos se acercaron a los predios de la Felcn para conocer la situación legal de estas personas ,https://eldeber.com.bo/santa-cruz/hay-38-detenidos-66-avionetas-incautadas-y-29-hangares-precintados-en-aerodromo_272437
Familiares de aprehendidos en ‘La Cruceña’ descartan vínculos con el narcotráfico ,Entre los aprehendidos hay 36 varones y dos mujeres que son investigados por tenencia e importación de armas tráfico de sustancias controladas y asociación delictuosa en confabulación  los familiares y abogados de los investigados llegaron hasta las instalaciones de la Fuerza Especial de Lucha Contra el Narcotráfico Felcn  mecánico de aviación Yo no conozco al señor que lo contrató pero sé que mi hijo trabaja honestamente  36 varones y dos mujeres  Gróver Soleto Guzmán Ulises Ruiz Dayer y el brasileño López da Silva Junior  los jueces serán quienes determinen su situación jurídica en los próximos días recibieron a los policías con disparos Hallaron sustancias químicas armas de fuego y fue recién entonces que llamaron a efectivos y fiscales antidrogas los familiares y abogados de los investigados llegaron hasta las instalaciones de la Fuerza Especial de Lucha Contra el Narcotráfico Felcn  mecánico de aviación Yo no conozco al señor que lo contrató pero sé que mi hijo trabaja honestamente  36 varones y dos mujeres  Gróver Soleto Guzmán Ulises Ruiz Dayer y el brasileño López da Silva Junior  los jueces serán quienes determinen su situación jurídica en los próximos días recibieron a los policías con disparos Hallaron sustancias químicas armas de fuego y fue recién entonces que llamaron a efectivos y fiscales antidrogas ,https://eldeber.com.bo/santa-cruz/familiares-de-aprehendidos-en-la-crucena-descartan-vinculos-con-el-narcotrafico_272459
Bolsonaro advierte de lucha entre el bien contra el mal en elecciones de Brasil,Nuestro enemigo no es externo es interno No es una lucha de izquierda contra derecha es una lucha del bien contra el mal y vamos a vencer dijo el mandatario ultraderechista en el encuentro nacional desarrollado en Brasilia por el Partido Liberal   por el Partido Liberal PL en referencia a su posible rival en las elecciones de octubre el expresidente Luiz Inácio Lula da Silva A veces me revuelve el estómago tener que jugar dentro de las cuatro líneas de la Carta Magna pero juré y no de la boca para afuera respetar la Constitución La vigilancia sobre el proceso electoral llegó incluso al festival Lollapalooza que cierra este domingo en Sao Paulo por el Partido Liberal PL en referencia a su posible rival en las elecciones de octubre el expresidente Luiz Inácio Lula da Silva A veces me revuelve el estómago tener que jugar dentro de las cuatro líneas de la Carta Magna pero juré y no de la boca para afuera respetar la Constitución La vigilancia sobre el proceso electoral llegó incluso al festival Lollapalooza que cierra este domingo en Sao Paulo ,https://eldeber.com.bo/mundo/bolsonaro-advierte-de-lucha-entre-el-bien-contra-el-mal-en-elecciones-de-brasil_272393
Kiev advierte que ningún país reconocerá un referéndum ilegal en Donbás,El líder de la autoproclamada república separatista de Lugansk Leonid Paschenik quien dijo que en un futuro próximo se podría celebrar una consulta popular para decidir su integración en la Federación Rusa  El gobierno ucraniano advirtió este domingo 27032022 de que ningún país del mundo reconocerá el resultado de un referéndum   Rusia afrontaría una respuesta internacional más contundente La reacción de Exteriores vino a continuación de las declaraciones del líder de la autoproclamada república separatista de Lugansk El presidente ruso Vladimir Putin reconoció el 21 de febrero la independencia de las autoproclamadas repúblicas de Lugansk y Donetsk El gobierno ucraniano advirtió este domingo 27032022 de que ningún país del mundo reconocerá el resultado de un referéndum   Rusia afrontaría una respuesta internacional más contundente La reacción de Exteriores vino a continuación de las declaraciones del líder de la autoproclamada república separatista de Lugansk El presidente ruso Vladimir Putin reconoció el 21 de febrero la independencia de las autoproclamadas repúblicas de Lugansk y Donetsk ,https://eldeber.com.bo/dw/kiev-advierte-que-ningun-pais-reconocera-un-referendum-ilegal-en-donbas_272377
