title,contents,url
Cochabamba Policía investiga muerte de una niña que llegó al hospital con signos de violencia, Este viernes una madre y el padrastro llevaron el cuerpo sin vida de una niña de 1 año y 9 meses a un hospital de la zona sur de Cochabamba Ambos explicaron que la menor se había caído de una fuente la Policía tras evidenciar que la niña tenía signos de violencia de larga data los arrestó a ambos con fines investigativos Según información de los medios de comunicación la niña fue llevada al Centro de Salud de Cerro Verde cerca de las 0800 horas de hoy El servicio de emergencia realizó el examen correspondiente y no encontró signos vitales por lo que se realizó maniobras de resucitación sin resultados «Al no encontrarse signos vitales se le realiza la resucitación cardiopulmonar por parte del médico de turno pero no fue factible porque no tuvimos una respuesta favorable Se le diagnosticó un TEC grave y sospecha de fractura de base de cráneo» informó la responsable del hospital la médico Jaqueline Mamani a Red Uno Los médicos encontraron un hematoma a nivel de la cabeza en la región parietal además un ojo que estaba equimótico y edematizado había lesiones en el lado izquierdo y también un edema y equimosis hasta la región mandibular «El padre refiere que la menor se cayó de una altura de más o menos un metro Él dijo que se cayó de la fuente y no se despertó Al llegar la menor al hospital ya estaba sin signos vitales sin respuesta alguna» afirmó la responsable del hospital Al tratarse de una menor de edad el servicio médico comunicó el hecho a la Defensoría y a la Felcc quienes llegaron al lugar y retiraron el cuerpo según Red Uno La Fiscal Departamental de Cochabamba Nuria Gonzales informó que el Ministerio Público tomó conocimiento del caso y envió personal para los exámenes correspondientes «La menor en el examen físico registra lesiones de data antigua y una posible situación de agresión sexual por lo cual toda actividad investigativa se está desplegando» dijo Gonzales El director de la Fuerza Especial de Lucha Contra el Crimen Felcc Ronald Tapia informó que el cuerpo de la niña presentaba lesiones de data antigua de hace siete u ocho días a nivel del rostro aparentemente por una caída «Estamos a la espera de la autopsia El resultado nos ayudará a determinar lo que podría haber pasado con la menor momentáneamente y con fines investigativos tenemos a dos personas arrestadas que es la mamá y el padrastro Posteriormente se determinará la situación legal de ambos» argumentó Tapia /HNF/,https://lapatria.bo/2022/03/25/cochabamba-policia-investiga-muerte-de-una-nina-que-llego-al-hospital-con-signos-de-violencia/
Policía aprehende a Vladimir Irahola Villanueva presunto feminicida de Vania, La Policía informó que luego de un trabajo investigativo en poblaciones fronterizas del Beni se ha logrado aprehender a Vladimir Irahola Villanueva principal acusado del feminicidio de su pareja Vania Trujillo crimen ocurrido en febrero en la ciudad de La Paz “Informamos a la población que después de un arduo trabajo investigativo en poblaciones fronterizas del Beni nuestros servidores policiales procedieron a la aprehensión de Vladimir Irahola Villanueva principal acusado del feminicidio de su esposa Vania Trujillo” se lee en el comunicado de la policía en sus redes sociales El caso cobró relevancia después de que la activista María Galindo protestó en el Estado Mayor y la Fiscalía reclamando que se había dejado escapar a Vladimir Irahola presunto autor del feminicidio de Vania Trujillo El feminicidio se registró el 18 de febrero Según las investigaciones el autor del crimen quiso fingir que la víctima había fallecido por ingerir una sustancia tóxica pero se evidenció que fue estrangulada El padre del presunto feminicida de profesión militar fue aprehendido y enviado a la cárcel acusado de haber ayudado a escapar a su hijo Con el pasar de los días las investigaciones se volcaron al Beni donde vive un amigo del principal sospechoso quien aparentemente sabía del crimen y cobijó al presunto feminicida por lo cual fue aprehendido Vladimir Irahola se comunicó con su amigo Moisés quien se encontraba en Beni y le contó que le quitó la vida a su pareja El amigo le pidió fotos y ambos se enviaron audios “Por eso que se llega a estas conversaciones y se tiene la aprehensión de Moisés Vaquero que sería el amigo a quien denominaba ‘Yunta o Bro’” afirmo la Coordinadora de la Fiscalía de La Paz Nilda Calle Vania Trujillo fue asesinada el 18 de febrero en la zona de Bajo San Antonio de la ciudad de La Paz presuntamente en manos de su concubino Vladimir de quien se presume que le puso en la boca un líquido usado para limpiar hornos y de esa forma hacer creer que la joven se suicidó sin embargo tras la autopsia se develó que el deceso fue por estrangulamiento /HNF/,https://lapatria.bo/2022/03/23/policia-aprehende-a-vladimir-irahola-villanueva-presunto-feminicida-de-vania/
Último periódico crítico ruso suspende publicaciones hasta el final del conflicto, Después de haber recibido el segundo y definitivo aviso de las autoridades por haber incumplido la ley ‘antifake’ “Novaya Gazeta” anunció la presente jornada la paralización de sus actividades hasta que concluyan las operaciones militares en Ucrania “Novaya Gazeta” era el último periódico crítico del Kremlin que se encontraba en funcionamiento tras las leyes aprobadas por el Gobierno ruso la adjunta al director Nadia Prusenkova dijo la presente jornada que ya no pueden brindar información por su seguridad según lo informó ABC Internacional La dirección del medio confirmó en su página web que el organismo regulador de las comunicaciones Roskomnadzor les envió una segunda advertencia respecto a la manera en que ejercían sus funciones es así que decidieron suspender las actividades del periódico en sus formatos impreso y digital “Novaya Gazeta” informó que esta determinación se mantendrá vigente hasta que el conflicto entre ambos países europeos culmine o al menos que las operaciones militares en Ucrania cesen lo que significa que no tienen una fecha específica para retomar actividades Después de que el Presidente de Rusia Vladimir Putin ordenara el inicio de las operaciones militares en Ucrania “Novaya Gazeta” se convirtió en el medio independiente más leído por los rusos registraron más de cuatro millones de usuarios al día y más de 100000 lectores Para seguir publicando el periódico decidió comenzar a usar palabras como “operación especial” y suprimir otras como “guerra” o “invasión” términos cuyo uso está penalizado por el Kremlin El periódico ya mantenía una cobertura mesurada del conflicto en su formato impreso se publicaban dos hojas en blanco junto con un mensaje que decía “Estas páginas deberían ser para informar sobre Ucrania pero no podemos” esto fue interpretado como un reconocimiento público de los periodistas de que no se arriesgarían a ir a la cárcel El periodista Denis Muratov premio Nobel de la Paz en 2021 y fundador de ‘Novaya Gazeta’ anunció la semana precedente que donaría la medalla que ganó en Oslo para ayudar a los refugiados ucranianos un acto con el que pretendió poner el foco sobre las millones de personas desplazadas por el conflicto / LMPT,https://lapatria.bo/2022/03/28/ultimo-periodico-critico-ruso-suspende-publicaciones-hasta-el-final-del-conflicto/
Rally Vuelta a Marbán Aprehenden a corredor que atropelló a un menor, El motociclista que atropelló a un menor de edad en el Rally Vuelta a Marbán fue aprehendido informó el director de Tránsito del Beni coronel Marcos Céspedes El conductor fue identificado como Antonio Chemo Cuellar de 33 años de edad arrolló al menor la tarde de este domingo cuando cruzaba la ruta del Rally en la población de Sachojere La competencia fue organizada por novena vez por la Asociación Beniana de Motociclismo y sus representantes aseguraron que están al pendiente del estado de salud tanto del menor como del motociclista Céspedes detalló que el conductor sufrió un TEC Leve y fractura de falange de tercer grado en la mano derecha y está internado en una clínica privada reportó la red Erbol “Él Chemo también se encuentra internado pero además se encuentra aprehendido por disposición del Ministerio Público” señaló El diagnóstico del menor es reservado sin embargo se conoce que fue intervenido quirúrgicamente en el hospital Obrero Sufrió un fuerte golpe en la cabeza y tiene una de sus piernas fracturadas El caso fue clasificado por la Dirección de Tránsito como Atropello a peatón en competencia deportiva “Sí se debe investigar porque hay lesiones gravísimas o graves y obviamente en el transcurso de la investigación se van a determinar las situaciones que se vayan a seguir posteriormente No porque nosotros hayamos visto que no hay responsabilidad se va a dejar de investigar se tiene que investigar y si el caso amerita obviamente se va a archivar y se va a rechazar” manifestó el coronel /JDLF/,https://lapatria.bo/2022/03/21/rally-vuelta-a-marban-aprehenden-a-corredor-que-atropello-a-un-menor/
En Afganistán prohíben a las mujeres viajar solas en avión, Los talibanes ordenaron a las aerolíneas en Afganistán que impidan a las mujeres tomar vuelos a menos que estén acompañadas por un varón de su familia la determinación fue adoptada desde el jueves anterior sin embargo esta información se hizo de conocimiento público en recientes horas Esta es una nueva restricción a las libertades de las afganas vulneradas en los siete meses que lleva el grupo islamista en el Gobierno Desde su regreso al poder el 15 de agosto los talibanes impusieron numerosas restricciones a las libertades de las mujeres a menudo aplicadas localmente según las autoridades regionales del Ministerio para la Promoción de la Virtud y la Prevención del Vicio Asimismo desde el movimiento islamista radical se prometió que ejercería una versión más tolerante del rígido código de comportamiento que su Gobierno impuso cuando estuvo en el poder entre 1996 y 2001 según reporte de la agencia AFP Pero desde agosto devastaron dos décadas de avances en los derechos de las mujeres afganas dejándolas fuera de la mayoría de los puestos públicos y vetándolas de la educación secundaria Además se les exige que vistan de acuerdo con una estricta interpretación del Corán Estas nuevas medidas contra los desplazamientos se suscitaron después que la semana anterior los talibanes cerraran las escuelas secundarias para mujeres horas después que se permitiera su reapertura por primera vez desde su llegada al poder Dos funcionarios de las aerolíneas Ariana Afghan y Kam Air manifestaron el domingo por la noche que los talibanes les ordenaron no permitir que las mujeres viajaran solas sin un acompañante varón miembro de su familia Mediante una carta enviada por un alto cargo de Ariana Afghan al personal de la aerolínea tras la reunión con los talibanes se confirmó que las nuevas instrucciones se aplican a todos los vuelos «Ninguna mujer puede viajar en un vuelo local o internacional sin un familiar que sea hombre» indica el documento Los talibanes ya prohibieron a las mujeres realizar viajes solas por carretera entre ciudades si el trayecto excedía los 72 kilómetros sin embargo hasta ahora sí podían viajar en avión Todavía no está claro si esta directiva también se aplica a las mujeres extranjeras Los medios locales informaron que una mujer afgana con un pasaporte estadounidense fue impedida de abordar un avión la semana precedente Esta semana las asociaciones de defensa de los derechos de las mujeres en Afganistán tienen previsto manifestarse si no se abren las escuelas /MDCB,https://lapatria.bo/2022/03/28/en-afganistan-prohiben-a-las-mujeres-viajar-solas-en-avion/
Concluyen obras de readecuación en el Hospital Obrero de la CNS, Concluyeron las obras de readecuación de ambientes para residencia médica y readecuación e implementación de baños y duchas en el Sótano del Hospital de Atención Integral General HAIG Obrero N° 4 El jueves 24 de marzo se realizó la entrega oficial En los ambientes del nosocomio y con la presencia de autoridades de la Caja Nacional de Salud CNS tanto nacionales como regionales además de la asistencia de autoridades departamentales se realizó un emotivo acto de entrega de las obras realizadas El Administrador Regional de la CNS Johnny Bohórquez Velasco indicó que las nuevas dependencias tendrán como principales beneficiarios a los residentes médicos tanto actuales como también de futuras generaciones,https://lapatria.bo/2022/03/26/concluyen-obras-de-readecuacion-en-el-hospital-obrero-de-la-cns/
Karate boliviano define el equipo que participará en los Juegos Suramericanos de Rosario, Un equipo de seis deportistas bolivianos tres en damas y tres en varones quedó conformado este fin de semana para competir en la tercera versión de los Juegos Suramericanos de la Juventud en Rosario Argentina cuyos combates se celebrarán del 2 al 4 de mayo Tras la realización del torneo nacional celebrado este fin de semana en Sucre el presidente de la Federación Boliviana de Karate Feboka Kjarol Herrera informó que seis deportistas representarán al país en este certamen Se trata de los cruceños Amir Rodríguez en la división menos 61 kilogramos y Sol Sandoval en menos de 53 Kg los cochabambinos Isabel Plata menos de 57 Kg y Matías Leyton +68 Kg y los chuquisaqueños Carla Dorado +57 Kg y Joaquín Argandoña 68 Kg Esta delegación estará acompañada por los entrenadores José Bazoalto Santa Cruz y Álvaro Arnez Cochabamba A partir de la clasificación a los Juegos Suramericanos los deportistas llevarán adelante un plan de trabajo seguido por los instructores para llegar en las mejores condiciones a Rosario La delegación de Cochabamba por otro lado ganó el torneo nacional kumite y kata que se disputó en Sucre con un acumulado de 38 medallas doradas 36 plateadas y 47 de bronce en una participación destacada en una lucha por el primer puesto con Santa Cruz que conquistó 33 de oro 21 de plata y 47 de bronce Chuquisaca alcanzó el tercer sitio con 11 de oro 21 de plata y 20 de bronce La Paz fue cuarto con una de oro tres de plata y nueve de bronce Mientras Beni cerró el medallero con una presea de bronce Los ganadores de todas las categorías pasarán a formar el seleccionado boliviano permanente que participará en los torneos sudamericanos y panamericanos en Juvenil Mayores y Sénior DIRECTORIO Kjarol Herrera fue reelegido como presidente de la Feboka por la gestión 20222026 por unanimidad en una asamblea que contó con la participación de los delegados de las asociaciones Herrera oriundo de Sucre estará acompañado por los vicepresidentes José Bazoalto Santa Cruz y Gustavo Quisbert La Paz el secretario General Eddy Beltrán Cochabamba la tesorera Rosario Barrios Chuquisaca secretario de Actas Carlos Ugarte Oruro los vocales José Olhagaray Chuquisaca y Jhon Plaza Cochabamba,https://lapatria.bo/2022/03/28/karate-boliviano-define-el-equipo-que-participara-en-los-juegos-suramericanos-de-rosario/
El Atlético de Madrid se interesa en el argentino Paulo Dybala, Paulo Dybala será uno de los nombres del mercado este 2022 El argentino de 28 años termina contrato con la Juventus y según las últimas conversaciones con su club todo indica que no renovará Y a partir de ahí como futbolista libre al atacante le están surgiendo numerosos pretendientes Entre ellos el Atlético de Madrid según se supo es la opción preferida por el futbolista Por un lado a Dybala le seduce jugar a las órdenes de Simeone Además De Paul está haciendo fuerza para acercar a su compatriota al Wanda Metropolitano El aún juventino sabe que gusta en el club rojiblanco que le ha tanteado varias veces en el pasado Ahora desde la entidad ha habido contactos con el entorno del futbolista para conocer sus planes aunque no ha habido movimientos definitivos El Atlético busca un atacante porque Suárez termina contrato Con Correa João Félix Cunha y Griezmann se cuenta para la próxima temporada pero se espera un refuerzo en ataque y Dybala podría ser una oportunidad de mercado No obstante no será una operación sencilla porque hay muchos clubes interesados El Inter y el PSG son los otros bien colocados En el caso de los italianos se lanzarán a por él con fuerza si sale Lautaro Y el delantero del Inter es precisamente otro de los jugadores que gustan en el Atlético de Madrid Como suele pasar todo está interconectado en el mercado de fichajes,https://lapatria.bo/2022/03/28/el-atletico-de-madrid-se-interesa-en-el-argentino-paulo-dybala/
Covid19 Dos nuevos casos y dos recuperados este martes en Oruro, Los nuevos contagios de Covid19 este martes en Oruro fueron dos cifra similar se tuvo de pacientes recuperados Además se cumplieron 14 días es decir dos semanas que no hay fallecidos con esta enfermedad en el departamento El reporte del Servicio Departamental de Salud Sedes precisa que las dos personas recuperadas son del municipio de Oruro al igual que uno de los contagiados con el virus mientras que el restante nuevo caso es de Challapata Las bajas cifras se registraron a pesar de que se hicieron 339 pruebas el martes de las cuales 330 se descartaron porque dieron negativo dos fueron positivo dos sirvieron para dar alta médica y de las cinco restantes aún se aguarda su resultado   Hasta el momento en el departamento de Oruro se registraron 42260 casos de coronavirus además 40583 pacientes se recuperaron 1594 fallecieron y hay 83 personas que todavía tienen el virus Con los nuevos contagios la ciudad Capital suma 35525 casos seguida de Huanuni con 1530 Challapata 1143 Machacamarca 392 Caracollo 359 Sabaya 288 Turco 267 Salinas de Garci Mendoza 238 Antequera 218 Eucaliptus 213 Toledo 210 Poopó 209 Curahuara de Carangas 196 Huari 185 Huachacalla 163 Santiago de Andamarca 154 Pazña 149 Corque 133 Pampa Aullagas 103 El Choro 87 Quillacas 83 En tanto Totora 67 Huayllamarca 66 Soracachi 56 Esmeralda 43 Yunguyo de Litoral 37 Belén de Andamarca 28 Choquecota 26 Cruz de Machacamarca 25 Escara 23 Chipaya 21 Coipasa 15 La Rivera cinco Carangas y Todos Santos uno El municipio de Oruro acumula 34156 personas recuperadas Huanuni 1466 Challapata 1055 Machacamarca 374 Caracollo 335 Sabaya 284 Turco 264 Salinas de Garci Mendoza 233 Antequera 212 Eucaliptus 201 Toledo 201 Poopó 194 Curahuara de Carangas 178 Huari 177 Huachacalla 157 Santiago de Andamarca 148 Pazña 146 Corque 131 Pampa Aullagas 101 El Choro 87 Quillacas 80 Huayllamarca 65 Finalmente Totora 62 Soracachi 55 Esmeralda 42 Yunguyo de Litoral 36 Belén de Andamarca 28 Choquecota 25 Cruz de Machacamarca 24 Escara 23 Chipaya 21 Coipasa 15 La Rivera cinco Todos Santos uno y Carangas uno,https://lapatria.bo/2022/03/23/covid-19-dos-nuevos-casos-y-dos-recuperados-este-martes-en-oruro/
Bolivia registra 75 nuevos casos de Covid19, La desescalada de casos persiste en el país al igual que el incremento de pacientes recuperados con 1474 registrados la presente jornada además de no reportarse decesos por el virus En Bolivia se registraron 75 casos positivos de coronavirus este domingo según los datos del Ministerio de Salud y Deportes Santa Cruz reportó 16 La Paz 39 Cochabamba siete Chuquisaca dos Tarija uno Potosí Oruro Beni y Pando ninguno TOTAL El país registra hasta el momento un total de 901367 casos positivos de coronavirus de los cuales 831184 son pacientes recuperados el número de decesos se mantienen en 21487 y actualmente hay 48696 casos activos VACUNADOS El reporte de vacunación diario del Ministerio de Salud detalló que hasta la fecha 6074908 personas recibieron la primera dosis de éstas 4785308 tienen la segunda y 1209248 la tercera Además 994961 ciudadanos tienen la vacuna Janssen de una sola dosis Desde la cartera de Salud y Deportes anuncian que hasta el domingo se aplicaron 13064425 dosis de las vacunas SputnikV AstraZeneca Sinopharm Pfizer y Janssen en todo el territorio nacional,https://lapatria.bo/2022/03/27/bolivia-registra-75-nuevos-casos-de-covid-19/
