,title,contents,url,host,uid,leng title,leng contents,token title,token contents,top 1 words contents,top 2 words contents,top 3 words contents
0,ucrania y rusia retoman diálogo en turquía, tras varios intentos fallidos ambas naciones pactaron una nueva ronda de diálogo para la siguiente semana los puntos clave de las negociaciones siguen siendo la inclusión de ucrania a la organización del tratado del atlántico norte otan su posterior desarme y el estatus de crimea delegados de ucrania y rusia tienen previsto reunirse de nuevo en el transcurso de esta semana de manera presencial el escenario de las negociaciones será turquía según lo anunciado por ambas delegaciones los presidentes de turquía recep tayyip erdogan y de rusia vladimir putin acordaron celebrar la siguiente ronda de negociaciones entre las delegaciones rusa y ucraniana en estambul declaró la presidencia turca en un comunicado erdogan le aseguró a putin que turquía estaba dispuesta a hacer las contribuciones necesarias para establecer un alto el fuego en ucrania y mejorar la condición humanitaria en la región “durante las discusiones por videoconferencia de hoy se decidió celebrar la próxima ronda cara a cara en turquía del 28 al 30 de marzo” dijo el negociador ucraniano david arakhamia citado por la agencia de noticias afp en cambio el jefe de los negociadores rusos vladimir medinsky confirmó que habrá una nueva ronda de conversaciones pero dijo que se realizarán el martes y el miércoles aunque no precisó dónde las conversaciones entre ambas delegaciones comenzaron el 28 de febrero apenas cuatro días después del inicio de las operaciones militares el primer encuentro fue en bielorrusia en lo que acordaron entre otras cosas la apertura de corredores humanitarios para evacuar civiles posteriormente el 10 de marzo los cancilleres de ucrania y rusia dmytro kuleba y serguei lavrov se encontraron en antalya turquía junto a su par turco mevlut cavusoglu hasta ahora ese fue el único contacto directo entre los cancilleres de las dos partes del conflicto entre los seis puntos en debate figuran la renuncia de ucrania a su deseo de incorporarse a la otan y el desarme de ese país además de las garantías de seguridad recíprocas con rusia las delegaciones también discutieron sobre el reclamo de rusia para la eliminación de elementos ultranacionalistas en el gobierno de kiev lo que moscú llama “desnazificación” y el levantamiento de las restricciones sobre el uso del idioma ruso en ucrania / lmpt,https://lapatria.bo/2022/03/27/ucrania-y-rusia-retoman-dialogo-en-turquia/,lapatria.bo,94c517935cc52f852a23404f7c0d11b6,42,2299,5,211,"('ucrania', 6)","('rusia', 5)","('turquía', 5)"
1,gobierno peruano pide a la oea presenciar debate de moción de vacancia de pedro castillo, desde el gobierno peruano solicitaron la jornada precedente la presencia de funcionarios de la organización de los estados americanos oea para presenciar el debate de moción de vacancia del presidente pedro castillo el congreso escuchará el 28 de marzo la defensa del mandatario para tratar el tema de su destitución en una misiva enviada por el canciller césar landa a la presidenta del congreso maría carmen alva se solicitó que se acepte la presencia de testigos de la oea con el motivo de que el debate se desarrolle con trasparencia ante la ciudadanía y la comunidad internacional en la carta se expresó la importancia de este acontecimiento pues para landa depende de este proceso la gobernabilidad de perú y la vigencia de la democracia no solo en ese país sino en todo el continente el canciller pidió la presencia de tres funcionarios específicos de la oea para que presencien el debate en el pleno del congreso el representante de ese ente en el perú miguel ángel trinidad el secretario de asuntos jurídicos jean miguel arrighi y la secretaria de acceso a derechos y equidad maricarmen plata el partido opositor “avanza país” cuestionó esta petición a la presidencia del congreso pues consideraron que no hay precedentes para incluir a la oea como veedores en un proceso como la vacancia según informó el portal de noticias deutsche welle por su parte el primer ministro aníbal torres destacó el pronunciamiento de la comisión interamericana de derechos humanos cidh quienes expresaron el viernes reciente su preocupación por la situación política en perú y el impacto que podría tener en los derechos humanos «la vacancia presidencial debe llevarse a cabo conforme al debido proceso constitucional y fundarse en conductas señaladas con precisión que doten a este proceso de objetividad imparcialidad y garantías del debido proceso a fin de asegurar que sea un recurso que no se use para afectar el orden democrático constituido y los derechos políticos de los y las peruanas» informó la comisión en un comunicado el lunes 28 de marzo el congreso escuchará la defensa de pedro castillo ante la acusación por una supuesta «incapacidad moral permanente» posteriormente se votará el pedido de destitución presentado por varios grupos de ultraderecha que aparentemente no cuentan con los 87 votos necesarios para hacer a abandonar el cargo al presidente / lmpt,https://lapatria.bo/2022/03/26/gobierno-peruano-pide-a-la-oea-presenciar-debate-de-mocion-de-vacancia-de-pedro-castillo/,lapatria.bo,4c8b311107f359a09f787328ed22add5,88,2367,10,208,"('congreso', 5)","('proceso', 5)","('oea', 4)"
2,el salvador declara estado de excepción ante la escalada criminal, la asamblea legislativa de el salvador decretó la madrugada de este domingo un régimen de excepción a raíz de un “incremento desmedido” de los homicidios la muerte de 76 personas en dos días un récord en la historia reciente de ese país fueron atribuidas a las pandillas “declárase en todo el territorio nacional régimen de excepción derivado de las graves perturbaciones al orden público por grupos delincuenciales” consignó el decreto aprobado por amplia mayoría en el parlamento el órgano legislativo con 67 votos de los 84 diputados suspendió por 30 días la libertad de asociación derecho de defensa plazo de detención administrativa inviolabilidad de la correspondencia y telecomunicaciones según informó el portal de noticias infobae el gobierno de nayib bukele planteó esta medida al congreso para reducir el repunte de la delincuencia y establecer la paz puesto que consideraron que el salvador vive perturbaciones graves del orden público a raíz de la delincuencia la carta magna salvadoreña estipula que la suspensión de garantías constitucionales se puede dar en los siguientes casos “guerra invasión del territorio rebelión sedición catástrofe epidemia u otra calamidad general o de graves perturbaciones del orden público” al invocar este artículo de la constitución el congreso puede suspender la libertad de entrada y salida del país la libertad de expresión la inviolabilidad de la correspondencia y la prohibición de la intervención de telecomunicaciones sin orden judicial también figuran la libertad de asociación el derecho de todo detenido a ser informado de las razones de su arresto la garantía de la asistencia de un defensor en los procesos judiciales y el plazo máximo de 72 horas de detención administrativa y consignación ante un juez con los homicidios registrados hasta el viernes el salvador alcanzó los 86 homicidios en marzo según datos de la policía cifra superior a las que se registraron en enero y febrero con 85 y 79 muertes violentas respectivamente en noviembre de 2021 el país también registró un alza repentina de los homicidios que dejó más de 40 asesinatos en tres días en ese entonces bukele criticó los señalamientos de que su gobierno tenía una “tregua” con las pandillas / lmpt,https://lapatria.bo/2022/03/27/el-salvador-declara-estado-de-excepcion-ante-la-escalada-criminal/,lapatria.bo,82d3d677e39b2cf1c78fbdbbcdc84439,65,2226,6,194,"('homicidios', 4)","('orden', 4)","('libertad', 4)"
3,aduana extiende horario de atención a operadores hasta las 0300 horas en desaguadero, el horario de atención a operadores en el sector de desaguadero se extiende hasta las tres de la madrugada del domingo para facilitar la importación y exportación de mercancía en esta ruta y facilitar el flujo vehicular esta determinación se logró gracias a las gestiones realizadas por la presidente ejecutiva de la aduana nacional an karina serrudo miranda juntamente el superintendente nacional de aduanas de perú luis enrique vera castillo las entidades que decidieron sumarse a la ampliación de horario son el servicio nacional de sanidad agropecuaria e inocuidad alimentaria senasag la dirección general de migración la superintendencia nacional de aduanas y de administración tributaria sunat de perú y el centro binacional de atención en frontera cebaf de perú informaron desde la institución aduanera hasta el medio día de la presente jornada la an registró el ingreso de 463 camiones a territorio boliviano con mercancía de exportación en horas de la tarde el proceso de exportación se agilizó un total de 436 camiones de carga ingresaron con normalidad a perú durante las siguientes horas continuarán los turnos para el ingreso y la salida del transporte pesado en la ruta con la finalidad de evitar el congestionamiento y acelerar los procesos tanto de la aduana boliviana como la de su par peruana la an calificó como un éxito las labores logísticas gestionadas pues el descongestionamiento en la carretera desaguadero es evidente en tanto el tránsito de los motorizados de comercio exterior se restableció los resultados de la extensión de horario serán evaluados el domingo de acuerdo a la cantidad de motorizados que continúen a la espera de pasar la frontera entre bolivia y perú con base en ese dato se determinará sí es necesario ampliar la extensión de horario por más días el congestionamiento del flujo vehicular en ese sector se debió a un bloqueo instalado por los comunarios de la provincia ingavi quienes mantuvieron la medida de presión por ocho días continuos exigiendo la construcción de la carretera doble vía río secodesaguadero / lmpt,https://lapatria.bo/2022/03/26/aduana-extiende-horario-de-atencion-a-operadores-hasta-las-0300-horas-en-desaguadero/,lapatria.bo,abb876b15918cd2a472317f5c1e903a1,84,2067,9,186,"('perú', 5)","('horario', 4)","('nacional', 4)"
4,covid19 en oruro se detectan dos nuevos casos no se reportan decesos, la jornada del 26 de marzo oruro mostró de nuevo una cifra mínima de casos positivos de coronavirus dos en total la tendencia de cero decesos también continuó se cumplieron 18 días sin reportar fallecidos por el virus el reporte del servicio departamental de salud sedes señaló que los dos casos confirmados corresponden al municipio de oruro al igual que las tres personas recuperadas que figuran en el reporte además se descartaron 266 casos total hasta el momento el departamento de oruro registra un total de 35549 casos positivos de coronavirus y 34136 pacientes recuperados actualmente hay 87 casos activos contagios sumados los contagios de la jornada la capital suma 35549 casos positivos de coronavirus seguida huanuni con 1512 casos callapata 1143 machacamarca 392 caracollo 359 sabaya 288 turco 266 salinas de garci mendoza 238 antequera 218 y eucaliptos con 214 casos curahuara de carangas se mantiene con 196 casos al igual que huari con 185 positivos huachacalla 163 santiago de andamarca 154 pazña 149 corque 133 pampa aullagas 103 el choro 87 quillacas 83 en tanto totora 67 huayllamarca 66 soracachi 56 esmeralda 43 yunguyo de litoral 37 belén de andamarca 28 choquecota 26 cruz de machacamarca 26 escara 23 chipaya 21 coipasa 15 la rivera cinco carangas y todos santos uno recuperados ya son 34136 pacientes recuperados en el municipio de oruro huanuni 1469 challapata 1081 machacamarca 374 caracollo 335 sabaya 284 turco 264 salinas de garci mendoza 233 antequera 212 eucaliptus 202 toledo 201 poopó 194 curahuara de carangas se mantiene con 178 pacientes recuperados huari 177 huachacalla 157 santiago de andamarca 148 pazña 146 corque 131 pampa aullagas 101 el choro 87 quillacas 80 huayllamarca 65 finalmente totora 62 soracachi 55 esmeralda 42 yunguyo de litoral 36 belén de andamarca 28 choquecota 25 cruz de machacamarca 24 escara 23 chipaya 21 coipasa 15 la rivera cinco todos santos uno y finalmente carangas uno,https://lapatria.bo/2022/03/26/covid-19-en-oruro-se-detectan-dos-nuevos-casos-no-se-reportan-decesos/,lapatria.bo,832d0bf674f94b758670c4d51bf045ea,68,1940,6,227,"('oruro', 4)","('positivos', 4)","('recuperados', 4)"
5,lima califica como histórico el inicio del juicio contra áñez, el ministro de justicia y transparencia institucional iván lima calificó como “histórico” el inicio del juicio denominado golpe de estado ii contra la expresidente jeanine áñez y pidió a su defensa no interferir en el proceso con “chicanas políticas” “mañana es un día histórico esperamos que la defensa de jeanine áñez no obstaculice el debido proceso con ‘chicanas’ que solo afectan al debido proceso y el pedido de #memoriaverdadyjusticia” escribió lima en la cuenta de twitter del ministerio de justicia y transparencia institucional la exmandataria enfrentará un proceso por la vía ordinaria denominado golpe de estado ii que tiene previsto iniciar este jueves 28 en el tribunal 1º de sentencia anticorrupción de la paz el juicio debió iniciarse el 10 de febrero pero fue suspendido ante numerosas objeciones por parte de la acusada según informó el diario la razón pese a que la defensa de jeanine áñez advirtió que presentaría una serie de recursos para que este juicio sea presencial debido a su importancia según lo que argumentaron el proceso será virtual según el nuevo auto de apertura áñez fue acusada por asumir la presidencia del senado en noviembre de 2019 lo que posteriormente le permitió acceder al poder supuestamente sin cumplir el reglamento de debate ni los preceptos constitucionales la defensa legal de la exmandataria negó los cargos y argumentó que todos los procedimientos de sucesión estaban enmarcados en la norma la entonces senadora asumió la presidencia el 12 de noviembre de 2019 después de varios días de disturbios en el país que produjeron posteriormente la renuncia al cargo de evo morales quien fue acusado de fraude electoral el 13 de marzo áñez cumplió un año con detención preventiva acusada por el caso golpe de estado i al que posteriormente se sumó el caso golpe de estado ii actualment la asamblea legislativa tramita también un juicio de responsabilidades el ministro de justicia señaló que en el gobierno de añez no se implementó el trabajo del grupo interdisciplinario de expertos independientes gieibolivia áñez fue acusada por el ministerio público por los presuntos delitos de resoluciones contrarias a la constitución política del estado cpe e incumplimiento de deberes según lima un proceso penal no debería exceder los tres años / lmpt,https://lapatria.bo/2022/03/27/lima-califica-como-historico-el-inicio-del-juicio-contra-anez/,lapatria.bo,bb5be82e9b2bf9b2789b3be318714164,61,2291,7,209,"('áñez', 6)","('proceso', 6)","('estado', 5)"
6,crecida del río piraí pone en riesgo al municipio de san pedro, la crecida del río piraí originó un boquete cerca de los defensivos ubicados en el municipio de san pedro en el departamento de santa cruz el daño fue evaluado por la gobernación que desplazó una comisión hasta la zona afectada la comitiva llegó hasta la comunidad de hardemann y se adentró diez kilómetros en la zona de remanso donde se registró la crecida del río la madrugada del sábado ese incidente provocó el boquete o ruptura de los defensivos ejecutados anteriormente hasta el lugar se desplazaron la secretaría de desarrollo sostenible y medio ambiente del servicio de encauzamiento de aguas y regularización del río piraí searpi del servicio departamental de caminos sedcam y de la dirección de gestión de riesgos de acuerdo el deber según el equipo técnico de la gobernación cruceña este boquete puso en riesgo a las comunidades vecinas y áreas productivas como hardemann y litoral entre otras el responsable de cuencas del searpi josé antonio rivero aclaró que los trabajos en ese sector se realizan desde hace meses específicamente en la sección del río que no soporta el caudal del mismo rivero informó que la gobernación trabajó en la elaboración de un informe de la situación dado que mientras persista el turbión no se puede ejecutar ninguna acción una vez que se calme el movimiento de las aguas se tiene prevista una solución de emergencia o paliativa de acuerdo con el reporte técnico realizado se analizará el costo económico y las posibilidades de presupuesto del comité de operaciones de emergencia departamental coed mientras no se pueda trabajar en una solución el agua amenaza con llegar a comunidades ubicadas en lugares no aptos para el asentamiento legalmente el municipio de san pedro está clasificado como área de pradera lo que lo vuelve más propenso a inundaciones el secretario de desarrollo sostenible y medio ambiente jhonny rojas exhortó a las autoridades locales y nacionales a trabajar conjuntamente sin importar colores políticos esto para salvaguardar a los pobladores que están amenazados por la crecida del río / lmpt,https://lapatria.bo/2022/03/27/crecida-del-rio-pirai-pone-en-riesgo-al-municipio-de-san-pedro/,lapatria.bo,ecb1632c47517007d9645114d2723b29,62,2061,8,187,"('río', 5)","('crecida', 3)","('boquete', 3)"
7,reportan 2 nuevos casos de covid19 en oruro van 15 días sin fallecidos, el departamento de oruro cumplió este miércoles 15 días consecutivos sin reportar pacientes de coronavirus fallecidos mientras que los nuevos casos fueron dos hay una persona recuperada el reporte del servicio departamental de salud sedes detalla que los dos nuevos casos de coronavirus son del municipio de oruro en cambio la persona recuperada es de challapata en el informe diario de casos de coronavirus el sedes informó que no hubo variación en el total de contagios confirmados desde el inicio de la pandemia en oruro pero si se reasignaron algunos casos a diferentes municipios esto tras un control de calidad de la información que se recopila total hasta el momento en el departamento de oruro se registraron 42262 casos de coronavirus además 40584 pacientes se recuperaron 1594 fallecieron y hay 84 personas que todavía tienen el virus contagios con los nuevos contagios la ciudad capital suma 35537 casos seguida de huanuni con 1521 challapata 1143 machacamarca 392 caracollo 359 sabaya 288 turco 266 salinas de garci mendoza 238 antequera 218 eucaliptus 214 toledo 210 poopó 209 curahuara de carangas 196 huari 185 huachacalla 163 santiago de andamarca 154 pazña 149 corque 133 pampa aullagas 103 el choro 87 quillacas 83 en tanto totora 67 huayllamarca 66 soracachi 56 esmeralda 43 yunguyo de litoral 37 belén de andamarca 28 choquecota 26 cruz de machacamarca 26 escara 23 chipaya 21 coipasa 15 la rivera cinco carangas y todos santos uno recuperados el municipio de oruro acumula 34127 personas recuperadas huanuni 1469 challapata 1081 machacamarca 374 caracollo 335 sabaya 284 turco 264 salinas de garci mendoza 233 antequera 212 eucaliptus 202 toledo 201 poopó 194 curahuara de carangas 178 huari 177 huachacalla 157 santiago de andamarca 148 pazña 146 corque 131 pampa aullagas 101 el choro 87 quillacas 80 huayllamarca 65 finalmente totora 62 soracachi 55 esmeralda 42 yunguyo de litoral 36 belén de andamarca 28 choquecota 25 cruz de machacamarca 24 escara 23 chipaya 21 coipasa 15 la rivera cinco todos santos uno y carangas uno,https://lapatria.bo/2022/03/24/reportan-2-nuevos-casos-de-covid-19-en-oruro-van-15-dias-sin-fallecidos/,lapatria.bo,a9c33eb5a34006163637b2e83aaf4e96,70,2049,9,240,"('oruro', 5)","('coronavirus', 4)","('machacamarca', 4)"
8,covid19 dos nuevos casos y dos recuperados este martes en oruro, los nuevos contagios de covid19 este martes en oruro fueron dos cifra similar se tuvo de pacientes recuperados además se cumplieron 14 días es decir dos semanas que no hay fallecidos con esta enfermedad en el departamento el reporte del servicio departamental de salud sedes precisa que las dos personas recuperadas son del municipio de oruro al igual que uno de los contagiados con el virus mientras que el restante nuevo caso es de challapata las bajas cifras se registraron a pesar de que se hicieron 339 pruebas el martes de las cuales 330 se descartaron porque dieron negativo dos fueron positivo dos sirvieron para dar alta médica y de las cinco restantes aún se aguarda su resultado   hasta el momento en el departamento de oruro se registraron 42260 casos de coronavirus además 40583 pacientes se recuperaron 1594 fallecieron y hay 83 personas que todavía tienen el virus con los nuevos contagios la ciudad capital suma 35525 casos seguida de huanuni con 1530 challapata 1143 machacamarca 392 caracollo 359 sabaya 288 turco 267 salinas de garci mendoza 238 antequera 218 eucaliptus 213 toledo 210 poopó 209 curahuara de carangas 196 huari 185 huachacalla 163 santiago de andamarca 154 pazña 149 corque 133 pampa aullagas 103 el choro 87 quillacas 83 en tanto totora 67 huayllamarca 66 soracachi 56 esmeralda 43 yunguyo de litoral 37 belén de andamarca 28 choquecota 26 cruz de machacamarca 25 escara 23 chipaya 21 coipasa 15 la rivera cinco carangas y todos santos uno el municipio de oruro acumula 34156 personas recuperadas huanuni 1466 challapata 1055 machacamarca 374 caracollo 335 sabaya 284 turco 264 salinas de garci mendoza 233 antequera 212 eucaliptus 201 toledo 201 poopó 194 curahuara de carangas 178 huari 177 huachacalla 157 santiago de andamarca 148 pazña 146 corque 131 pampa aullagas 101 el choro 87 quillacas 80 huayllamarca 65 finalmente totora 62 soracachi 55 esmeralda 42 yunguyo de litoral 36 belén de andamarca 28 choquecota 25 cruz de machacamarca 24 escara 23 chipaya 21 coipasa 15 la rivera cinco todos santos uno y carangas uno,https://lapatria.bo/2022/03/23/covid-19-dos-nuevos-casos-y-dos-recuperados-este-martes-en-oruro/,lapatria.bo,375aedc5e999e438019a11c3ca4c8aea,63,2062,5,248,"('oruro', 4)","('machacamarca', 4)","('carangas', 4)"
9,cochabamba policía investiga muerte de una niña que llegó al hospital con signos de violencia, este viernes una madre y el padrastro llevaron el cuerpo sin vida de una niña de 1 año y 9 meses a un hospital de la zona sur de cochabamba ambos explicaron que la menor se había caído de una fuente la policía tras evidenciar que la niña tenía signos de violencia de larga data los arrestó a ambos con fines investigativos según información de los medios de comunicación la niña fue llevada al centro de salud de cerro verde cerca de las 0800 horas de hoy el servicio de emergencia realizó el examen correspondiente y no encontró signos vitales por lo que se realizó maniobras de resucitación sin resultados «al no encontrarse signos vitales se le realiza la resucitación cardiopulmonar por parte del médico de turno pero no fue factible porque no tuvimos una respuesta favorable se le diagnosticó un tec grave y sospecha de fractura de base de cráneo» informó la responsable del hospital la médico jaqueline mamani a red uno los médicos encontraron un hematoma a nivel de la cabeza en la región parietal además un ojo que estaba equimótico y edematizado había lesiones en el lado izquierdo y también un edema y equimosis hasta la región mandibular «el padre refiere que la menor se cayó de una altura de más o menos un metro él dijo que se cayó de la fuente y no se despertó al llegar la menor al hospital ya estaba sin signos vitales sin respuesta alguna» afirmó la responsable del hospital al tratarse de una menor de edad el servicio médico comunicó el hecho a la defensoría y a la felcc quienes llegaron al lugar y retiraron el cuerpo según red uno la fiscal departamental de cochabamba nuria gonzales informó que el ministerio público tomó conocimiento del caso y envió personal para los exámenes correspondientes «la menor en el examen físico registra lesiones de data antigua y una posible situación de agresión sexual por lo cual toda actividad investigativa se está desplegando» dijo gonzales el director de la fuerza especial de lucha contra el crimen felcc ronald tapia informó que el cuerpo de la niña presentaba lesiones de data antigua de hace siete u ocho días a nivel del rostro aparentemente por una caída «estamos a la espera de la autopsia el resultado nos ayudará a determinar lo que podría haber pasado con la menor momentáneamente y con fines investigativos tenemos a dos personas arrestadas que es la mamá y el padrastro posteriormente se determinará la situación legal de ambos» argumentó tapia /hnf/,https://lapatria.bo/2022/03/25/cochabamba-policia-investiga-muerte-de-una-nina-que-llego-al-hospital-con-signos-de-violencia/,lapatria.bo,5cba75a780eb856f0ecd14d3aecead15,93,2426,9,224,"('menor', 6)","('niña', 4)","('hospital', 4)"
