,title,contents,url,host,uid,leng title,leng contents,token title,token contents,top 1 words contents,top 2 words contents,top 3 words contents
0,sesión en la alp es suspendida debido a un nuevo “bochorno”,debido a gritos insultos y hasta hechos de violencia entre los parlamentarios la sesión en la asamblea legislativa plurinacional (alp) para determinar el reglamento y convocatoria para nuevo defensor del pueblo fue suspendida este miércoles.la sesión se tornó tensa luego de que opositores protestaron en demanda de que el reglamento sea aprobado por dos tercios reportó la red erbol.la senadora de comunidad ciudadana (cc) andrea barrientos criticó la situación calificándola como una “locura”.“estamos como las barras bravas de méxico ¿qué hacemos? ¿en qué tipo de locura vamos a entrar?” aseveró.asimismo reconoció que fue una sesión “vergonzosa” criticando la violencia en los parlamentarios. “no hay nada que justifique la violencia y nosotros como parlamentarios nacionales no podemos entrar en la lógica la violencia” afirmó.por otro lado denunció que una diputada del movimiento al socialismo (mas) la escupió con coca y la golpeó.respecto a su protagonismo de empujones contra una legisladora oficialista barrientos indicó que la diputada del mas de santa cruz le quitó un cartel a su colega de cc samanta nogales.anunció que se presentarán las denuncias respectivas incluso en la vía penal contra la diputada del mas“la ha golpeado y pateado en el piso. todo está documentado” añadió.desde el mas el senador luis flores manifestó que siente vergüenza de lo que ocurre en el asamblea.lamentó las agresiones registradas y subrayó que por reglamento en las sesiones no pueden estar los parlamentarios en los pasillos ni gritando ni pitando. el oficialista aseveró que se debería hacer denuncias por la falta de “decoro” en la alp.  por otro lado manifestó que por constitución los dos tercios son para la selección del defensor del pueblo y no así para todo el procedimiento./jdlf/,https://lapatria.bo/2022/03/09/sesion-en-la-alp-es-suspendida-debido-a-un-nuevo-bochorno/,lapatria.bo,d3ec526cb0a2f54f6cdf274c8af72b88,59,1788,6,158,"('parlamentarios', 4)","('violencia', 3)","('sesión', 3)"
1,wilstermann y guabirá se enfrenta con el objetivo de golpear primero en la primera fase de copa sudamericana,wilstermann y guabirá jugarán este jueves (2030) su primer partido de la primera fase de la copa sudamericana en el estadio “félix capriles” con la presión de asegurar los tres puntos en juego para asomarse a la fase de grupos.el equipo “aviador” volverá a jugar en el principal estadio cochabambino cuyo césped fue sometido a trabajos de mantenimiento para estar en buenas condiciones y pasar la prueba de inspección de la conmebol. los rojos del valle quieren un regreso triunfal a este escenario para colocar un pie en la siguiente ronda.el entrenador miguel ponce alineará desde el inicio a javier sanguinetti como el encargado de colocar en orden el fútbol en el mediocampo en reemplazo de raúl castro. delante de él estarán serginho césar menacho y andrés chávez quienes formarán el ataque.en el lado de guabirá afrontan este duelo con la urgencia de obtener su primer triunfo del año ya que hasta la fecha sólo ha acumulado dos empates y tres derrotas todos en condición de visitante en el torneo apertura.este mal inicio colocó en duda la continuidad del entrenador víctor hugo antelo pero el presidente del club rafael paz mencionó que hay confianza en el trabajo del cuerpo técnico y de los jugadores para obtener un buen resultado en cochabamba.,https://lapatria.bo/2022/03/10/wilstermann-y-guabira-se-enfrenta-con-el-objetivo-de-golpear-primero-en-la-primera-fase-de-copa-sudamericana/,lapatria.bo,54d111416e60ae4d712417fa42867ae5,108,1256,10,124,"('guabirá', 2)","('primer', 2)","('fase', 2)"
2,desde el mas proponen sancionar el delito de prevaricato con 20 años de prisión,la senadora afín al movimiento al socialismo (mas) virginia velasco informó este jueves que la asamblea legislativa plurinacional (alp) trabaja en proyectos de ley que modifiquen el código penal y el código procesal con el fin de “endurecer” las penas en contra de malos operadores de la justicia que benefician a delincuentes.velasco señaló durante una entrevista con el medio estatal bolivia tv que el administrar justicia no es un lucro es un servicio al pueblo boliviano y eso es lo que tienen que entender.explicó además que en la propuesta se plantea que el delito de prevaricato contemplado en el código penal sea sancionado desde ocho a 20 años de cárcel cuando se cometa en casos de feminicidio y violación. también explicó que se endurecerá las penas en el caso de consorcio.“ya en esta o la siguiente semana la comisión de la cámara de diputados va a sesionar posteriormente va a remitir al pleno para que se pueda tratar esta modificación al código penal y no solamente está el tema de prevaricato también se amplió con relación a los consorcios porque reina en la administración de justicia y a aquellos malos operadores se tiene que sancionar” aseveró la senadora.asimismo indicó que cuando los proyectos de ley pasen a la cámara de senadores se viabilizará su tratamiento y aprobación inmediata para que sea promulgada por el presidente del estado luis arce.velasco también destacó que al mes de creación de la comisión de revisión de casos de violación y feminicidios se haya recapturado a diez delincuentes liberados de manera irregular y que hasta el momento nueve jueces sean procesados.el código penal establece en su artículo nº 173 que el juez o la jueza que en el ejercicio de sus funciones dictare resoluciones manifiestamente contrarias a la ley será sancionado con privación de libertad de cinco a diez años sin embargo los legisladores proponen que se amplié de ocho a 20 años en casos de feminicidio violación o infanticidio./mdcb,https://lapatria.bo/2022/03/10/desde-el-mas-proponen-sancionar-el-delito-de-prevaricato-con-20-anos-de-prision/,lapatria.bo,a293e64e175fa60853dc3b9943a05bf6,79,1958,9,174,"('código', 5)","('penal', 4)","('ley', 3)"
3,negociaciones entre rusia y ucrania fracasaron,el presente jueves se desarrolló la primera reunión entre los ministros de relaciones exteriores de rusia y ucrania en la ciudad de antalya en el sur de turquía después de una reunión breve el diálogo entre ambas autoridades no mostró ningún avance.el ministro de relaciones exteriores ucraniano dmytro kuleba informó que no se llegó a ningún acuerdo respecto a un alto al fuego o para evacuar a los civiles de mariupol.kuleba y su homónimo ruso serguei lavrov se reunieron en antalya turquía las expectativas de esta reunión eran altas porque ñ primera vez que estas autoridades se reunían sin embargo el encuentro entre ambos duró solamente una hora y media según publicó cnbc.el ministro ucraniano agregó que rusia parece determinada a seguir con su ofensiva sin embargo recalcó que ucrania está dispuesta a seguir con las discusiones en “este formato” haciendo referencia al diálogo.“ucrania no se rinde. buscaremos soluciones diplomáticas pero hasta lograrlas protegeremos al pueblo de la agresión rusa” subrayó kuleba en conferencia de prensa desde la ciudad de antalya.la autoridad ucraniana también expresó su consternación cuando constató que sergui lavrovno no tenía la potestad de autorizar ningún acuerdo de alto al fuego «parece que hay otros tomadores de decisiones sobre este asunto en rusia» dijo kuleba.por su parte lavrov también realizó una conferencia de prensa donde expresó su deseo de mantener las negociaciones con ucrania asimismo criticó a occidente por las sanciones impuestas a rusia y el armamento entregado a ucrania rusia “siempre está dispuesto a unas negociaciones al más alto nivel si van a tener valor” agregó.entre las demandas expuestas por rusia están las garantías de que ucrania no se una nunca a la otan además de permanecer en “estatus neutral” respecto a la alianza militar. también pidió el reconocimiento de crimea como territorio ruso y que se reconozca la independencia de las repúblicas separatistas prorrusas de donetsk y lugansk.ucrania se mostró dispuesta a debatir la demanda de neutralidad que pide rusia siempre y cuando reciba garantías de seguridad de ee.uu. y la otan por otro lado ucrania estableció que no está dispuesta a ceder nada de su territorio a rusia./ lmpt,https://lapatria.bo/2022/03/10/negociaciones-entre-rusia-y-ucrania-fracasaron/,lapatria.bo,cbcfe600502287ff8ae63ea0156cc3b2,46,2224,4,204,"('rusia', 7)","('ucrania', 6)","('reunión', 3)"
4,fallece mario terán salazar el hombre que puso fin a la vida del “che” guevara,debido a permanecer tres semanas internado en un centro médico de santa cruz por un problema pulmonar que padecía desde hace años el militar boliviano mario terán salazar quien cumplió la orden de ejecutar a ernesto “che” guevara falleció la noche del miércoles a los 80 años.sus males pulmonares hicieron que su salud se complique desde hace meses por eso fue internado en el hospital militar de santa cruz pero luego fue trasladado a la clínica nuclear de la misma ciudad donde durante tres semanas estuvo en terapia intensiva con transfusiones de sangre contó una fuente allegada al militar retirado quien pidió no revelar su identidad.«sí murió a las 2345 (del miércoles) pero todavía no se sabe dónde será velado» declaró este jueves dicha persona.terán vivía en santa cruz de la sierra estaba jubilado del ejército boliviano y como tal recibía una pensión del estado. estaba casado y tenía cinco hijos.el militar encargado de ponerle fin a la vida del conocido “che” guevara nació el 9 de abril de 1941 en cochabamba y en unas semanas iba a cumplir 81 años.la fuente allegada a terán contó que el exmilitar vivió resguardado por sus colegas en el anonimato «para su tranquilidad» y siempre se le recomendó no aparecer en público es decir evitar ser entrevistado por los medios de prensa.pese a eso en 2014 conversó con el periódico español el mundo pero fiel a su libreto de vida declaró que no fue él quien mató al “che”.el 9 de octubre de 1967 terán recibió la orden de ejecutar al guerrillero conocido como “che” guevara. él afirmó que no había liquidado al líder de la guerrilla ya que en la campaña de ñancahuazú había tres soldados homónimos suyos./mdcb,https://lapatria.bo/2022/03/10/fallece-mario-teran-salazar-el-hombre-que-puso-fin-a-la-vida-del-che-guevara/,lapatria.bo,adf073c1f47a9d3a5debbafc4fb56c1d,78,1665,10,178,"('militar', 4)","('tres', 3)","('semanas', 3)"
5,no hubo fallecidos por covid-19 en bolivia este miércoles,si bien la tasa de letalidad del covid-19 en bolivia había bajado bastante durante la cuarta ola a diario igual se reportaban fallecidos con la enfermedad sin embargo este miércoles no se tuvo ningún deceso. mientras que los nuevos casos fueron 461 y los recuperados 1.479.de los nuevos contagios según el ministerio de salud y deportes en santa cruz se tienen 233 en cochabamba 107 en la paz 56 en los departamentos de oruro chuquisaca y potosí 19 en tarija seis y en beni dos. pando no tuvo casos este miércoles.respecto a los pacientes recuperados 661 corresponden a la paz 421 a potosí 287 a tarija 33 a santa cruz 28 a cochabamba 26 a pando 22 a chuquisaca y uno a oruro. en beni no hubo altas médicas.desde el inicio de la pandemia en bolivia se han acumulado 896.315 casos de coronavirus 803.321 pacientes recuperados 21.470 fallecidos. actualmente hay 71.524 personas que continúan afrontando la enfermedad.según el gobierno boliviano hasta este miércoles 5.984.611 personas han recibido la primera dosis de la vacuna anticovid de las cuales 4.679.147 completaron el esquema de vacunación y 1.096.506 optaron por el tercer refuerzo.a los más de 5.9 millones además se suman las 994.961 personas que recibieron el inmunizante de johnson & johnson de una sola dosis.,https://lapatria.bo/2022/03/10/no-hubo-fallecidos-por-covid-19-en-bolivia-este-miercoles/,lapatria.bo,0920ca54ce9be6722e28b5cd4c67d67f,57,1272,5,130,"('casos', 3)","('recuperados', 3)","('personas', 3)"
6,universidad católica y the strongest se enfrentan en procura de llegar a la fase de grupos de copa libertadores,universidad católica volverá a enfrentar a un equipo boliviano the strongest en su camino hacia la fase de grupos de la copa libertadores. el primer cotejo de esta llave de la tercera fase se jugará este jueves (2030 hora boliviana) en el estadio olímpico atahualpa de quito.la “u” salió librado del duelo contra bolívar en la fase anterior con un marcador global de 3-1 haciéndose fuerte en condición de local y sumando un empate en la paz. esa misma fórmula pretende emplear contra los “atigrados” para abrir las puertas que le conduzcan a uno de los grupos de la copa libertadores.después del triunfo sobre bolívar (2-0) en quito el cuadro “estudiantil” perdió contra la liga universitaria de quito el sábado (1-2) en la tercera fecha del campeonato ecuatoriano en la cual la “u” está octavo entre 16 equipos con cuatro puntos.está en duda la participación del delantero argentino lizandro alzugaray por una lesión que arrastra del partido contra bolívar. en su lugar el entrenador miguel rondelli colocará a walter chalá para completar la ofensiva.the strongest llegó a esta instancia del torneo después de dejar fuera de competencia a plaza colonia (uruguay) con un 3-2 en el marcador global. la victoria en la paz (3-0) le devolvió la confianza al cuadro “atigrado”.para esta visita a quito los “atigrados” tendrán la ausencia de cristian esparza por la expulsión que sufrió en el cotejo de ida contra los uruguayos. la comisión disciplinaria de la conmebol dispuso de tres cotejos de castigo lo que deja al mediocampista fuera de estos cotejos. además recibió una multa de 4.500 dólares.sin esparza el entrenador cristian díaz incluirá a rodrigo amaral desde el principio como conexión con el ataque que será liderado por martín prost y enrique triverio.el “tigre” empató con nacional potosí (1-1) en condición de local jugando con un elenco mixto en principio. la atención del cuadro de la zona de achumani está colocada en el cotejo contra los ecuatorianos el último obstáculo antes de llegar a la fase de grupos.,https://lapatria.bo/2022/03/10/universidad-catolica-y-the-strongest-se-enfrentan-en-procura-de-llegar-a-la-fase-de-grupos-de-copa-libertadores/,lapatria.bo,4cbb8db9a318af8211ae757d20786f2c,111,2022,11,198,"('contra', 6)","('fase', 4)","('grupos', 3)"
7,en parís piden la cabeza de pochettino leonardo no se salva de las críticas,el psg volvió a fracasar en su sueño que ya dura 12 años de alzarse con la champions league. en una actuación bastante irregular fruto del nerviosismo los parisinos fueron derrotados 3-1 por el real madrid en su visita al estadio “santiago bernabéu” y dijeron adiós a la máxima competición continental en los octavos de final. eliminación que no ha pasado desapercibida para la siempre crítica prensa francesa que ha dejado a varios actores señalados.el primero de ellos es pochettino. el técnico argentino está prácticamente fuera del psg tras la prematura eliminación de su equipo en champions. “pochettino está fuera” indica le parisien que critica la falta de mejoría en sus planteamientos y la dirección de campo ejecutada en el “bernabéu”. el cambio tardío de di maría justo cuando el psg ya perdía 3-1 ha sido una de las decisiones que ha generado mayor controversia dentro de la prensa francesa.otro de los señalados es leonardo. el director deportivo ha sido criticado con dureza por le parisien tras haber realizado un mercado de fichajes que no ha dado sus frutos en parís. el error de donnaruma en el primer gol del real madrid unido a las constantes lesiones de ramos el intermitente rendimiento de wijnaldum o la apatía de messi han sido motivos suficientes como para cuestionar el futuro del brasileño en parís. en junio próximo el psg decidirá si quiere o no seguir con leonardo en lo que puede ser un mercado estival bastante ajetreado en la capital francesa.,https://lapatria.bo/2022/03/10/en-paris-piden-la-cabeza-de-pochettino-leonardo-no-se-salva-de-las-criticas/,lapatria.bo,b549cfefdaa7629e89b645f7f0b8371a,75,1476,7,138,"('psg', 4)","('sido', 3)","('champions', 2)"
8,en hungría eligen a la primera presidente mujer de ese país,se trata de la primer presidente electa de hungría katalin novák quien ganó recientemente el máximo cargo político de su país es una calvinista devota muy leal al primer ministro viktor orbán tras protagonizar una rápida carrera política en las filas del gobernante partido conservador y «ultranacionalista» fidesz.solo necesitó 15 años para ascender desde las bases de dicho partido político con menos de 30 años hasta la jefatura del estado siendo así no solo la primera mujer en ese cargo sino también la persona más joven con 44 años.tras entrar en 2010 en el ministerio de exteriores fue secretaria de estado de juventud y familia entre 2014 y 2020 según reporte del portal swissinfo.luego fue ministra de esa misma cartera hasta diciembre de 2021 cuando dimitió poco después que orbán sorprendiera a la opinión pública al presentarla como su candidata para la jefatura del estado.novák es fiel seguidora del primer ministro y su visión es conservadora y nacionalista del país centroeuropeo. fue una de las artífices de las políticas conservadoras del fidesz y defensora de la «tradicional familia cristiana».la autoridad quien es madre de tres hijos adoptó con cierto éxito algunas medidas para impulsar la natalidad en hungría con el objetivo de hacer frente a la crisis demográfica que sufre el país desde hace décadas.también fue una de las “caras visibles” de las posturas ultraconservadoras que revalorizan los roles tradicionales de género y que han levantado indignación fuera y dentro de hungría por considerarse discriminatorias contra las minorías sexuales.un ejemplo es la polémica ley considerada homófoba y aprobada el año anterior por el fidesz que prohíbe las representaciones de la homosexualidad en lugares accesibles a los menores.la controvertida ley llevó a que la comisión europea iniciara contra hungría un procedimiento de infracción de los tratados europeos.pese a las duras críticas de bruselas y desde numerosos países de europa occidental novák asegura que no asistirá a «la destrucción del estado de derecho» y que su objetivo como presidente será unificar la nación./mdcb,https://lapatria.bo/2022/03/10/en-hungria-eligen-a-la-primera-presidente-mujer-de-ese-pais/,lapatria.bo,47df89bbc38bcec4bf0d024671d9b4cb,59,2106,6,194,"('hungría', 4)","('primer', 3)","('país', 3)"
9,matamba denuncia que lo discriminaron en un restaurante gobierno tomará cartas en el asunto,el cantante juan carlos chiorino mejor conocido como matamba denunció que lo discriminaron la jornada precedente en un restaurante en santa cruz ante el hecho el ministro de gobierno eduardo del castillo anunció que tomará cartas en el asunto juntamente el viceministerio de descolonización según informó erbol.mediante sus redes sociales el cantante compartió un video en el que explicó que estaba en el restaurante para festejar el cumpleaños de sus hermanos pero un mozo se le acercó y le dijo que no podía ingresar con la ropa que llevaba puesta.de acuerdo con el relato el mozo observó que matamba tenía los hombros descubiertos el cantante se sorprendió porque en primer lugar él frecuentaba ese restaurante y porque dentro del recinto había otras personas con los hombros expuestos.le explicaron que solo las mujeres estaban con los hombros descubiertos dentro del restaurante pero esa explicación no convenció al cantante quien luego hizo alusión a la ley contra toda forma de discriminación y racismo.matamba se retiró del restaurante y expresó su tristeza “le he dado mi corazón a este país mi música pero fuera de eso las personas no merecen ser discriminadas ni por el color de piel ni por cómo te vestís” dijo el cantante.el ministro del castillo manifestó mediante sus redes sociales su descontento con este hecho y lo calificó como un “flagrante hecho de discriminación y racismo” en contra del artista.“bolivia ha cambiado quienes creen que el racismo y la discriminación aún son aceptables deben entender que en este país los racistas no tienen espacio” agregó el ministro.el ministro delccastillo anunció reuniones con el viceministro de descolonización pelagio condori para analizar el caso y tomar medidas al respecto./ lmpt,https://lapatria.bo/2022/03/10/matamba-denuncia-que-lo-discriminaron-en-un-restaurante-gobierno-tomara-cartas-en-el-asunto/,lapatria.bo,18c7ea21f2048f71af2634fb6946df11,91,1744,8,166,"('restaurante', 5)","('cantante', 4)","('hecho', 3)"
